Key	Parent key	Code	TitleEn									Title
116207	116206	42292801	Ophthalmic marking instruments									ابزار علامت‌گذاری چشم
116208	116206	42292802	Surgical marking instruments for general use									ابزار علامت‌گذاری عمومی
116209	116134	42292900	Suture and surgical tissue closure instruments and related products									ابزار بخیه
116210	116209	42292901	Surgical cerclage instruments									ابزار سرکلاژ
116212	116209	42292903	Surgical needle holders									سوزن‌گیر جراحی
116213	116209	42292904	Surgical suture or wire passers or related products									بخیه‌گذر
116214	116134	42293000	Surgical measuring devices and related products									ابزار اندازه‌گیری جراحی
116215	116214	42293001	Surgical calipers or rulers or protractors									کالیپر جراحی
116216	116214	42293002	Surgical measuring gauges or rods									گیج جراحی
116217	116214	42293003	Surgical graft measuring instruments									ابزار اندازه‌گیری گرافت
116218	116214	42293004	Surgical sizing instruments or templates									قالب‌های سایز
116219	116214	42293005	Surgical valve sizing instruments									ابزار سایز دریچه
116232	116134	42293300	Surgical distraction and compression and combination instruments and related product									ابزار دیسترکشن و کمپرشن
116237	116134	42293400	Surgical manipulators and implant positioners and related products									ابزار جایگذاری ایمپلنت
116244	116134	42293500	Surgical suction and irrigation products									محصولات ساکشن و شستشوی جراحی
116249	116134	42293600	Surgical bougies and sounds and related products									بوژی جراحی
116253	116134	42293700	Surgical crushers and excavators and morselizers and related products									خردکن جراحی
116257	116134	42293800	Surgical passers and searchers and tunnelers and strippers and related products									ابزار تونل‌زنی جراحی
116262	116134	42293900	Surgical wound packing instruments and related products									ابزار پک زخم
116263	116262	42293901	Surgical laparotomy rings									رینگ لاپاراتومی
116264	116262	42293902	Surgical wound packing instruments									ابزار پک زخم
116265	116134	42294000	Surgical spatulas and spoons and scoops and related products									اسپاتول جراحی
116269	116134	42294100	Surgical skeletal traction devices and related products									دستگاه کشش اسکلتی
116273	116134	42294200	Surgical instrument sets and systems and trays									ست‌های ابزار جراحی
116275	116273	42294202	External fixation instrument sets or systems									ست فیکساتور خارجی
116276	116273	42294203	General surgical instrument sets									ست جراحی عمومی
116285	116273	42294212	Urological surgical instrument sets									ست جراحی اورولوژی
116286	116134	42294300	Minimally invasive breast biopsy instruments and supplies and equipment									ابزار بیوپسی پستان
116292	116134	42294400	Vascular and cardiac systems									سیستم‌های عروقی و قلبی
116293	116292	42294401	Vein harvest kits or systems									کیت برداشت ورید
116294	116292	42294402	Coronary visualization systems									سیستم نمایش عروق کرونر
116304	116134	42294600	Autotransfusion products									محصولات اتوترانسفیوژن
116305	116304	42294601	Autotransfusion blood or transfer bags									کیسه اتوترانسفیوژن
116306	116304	42294602	Autotransfusion bowl kits or centrifugal kits									کیت سانتریفیوژ
116307	116304	42294603	Autotransfusion units									دستگاه اتوترانسفیوژن
116308	116304	42294604	Autotransfusion filters									فیلتر اتوترانسفیوژن
116309	116304	42294605	Autotransfusion reservoirs									مخزن اتوترانسفیوژن
116310	116304	42294606	Autotransfusion tubing sets or kits									ست لوله اتوترانسفیوژن
116311	116304	42294607	Autotransfusion valves									شیر اتوترانسفیوژن
116312	116134	42294700	Open heart perfusion equipment and monitors and accessories and related products									تجهیزات پرفیوژن قلب باز
116333	116134	42294900	Endoscopic instruments									ابزار آندوسکوپی
116334	203315	42296401	Endoscope or instrument positioners or holders									نگهدارنده آندوسکوپ
116335	116333	42294902	Endoscopic applicators or elevators									اپلیکاتور آندوسکوپی
116336	116333	42294903	Endoscopic aspiration or biopsy needles									سوزن بیوپسی آندوسکوپی
116337	116333	42294904	Endoscopic bite blocks or straps									بایت‌بلاک آندوسکوپی
116338	116333	42294905	Endoscopic cleaning brushes or related products									برس تمیزکننده آندوسکوپ
116339	116333	42294906	Endoscopic cutting instruments									ابزار برش آندوسکوپی
116340	116333	42294907	Endoscopic cytology or microbiology brushes									برس سیتولوژی
116341	116333	42294908	Endoscopic clamp or dissector or grasper or forceps									پنس آندوسکوپی
116342	116333	42294909	Endoscopic dilators or inflation devices									دیلاتور آندوسکوپی
116343	116333	42294910	Endoscopic monopolar or bipolar cable									کابل مونوپولار
116345	203315	42296402	Endoscopic fluid management systems or accessories									سیستم مدیریت مایعات
116346	116333	42294913	Endoscopic hemostatic balloons or needles or tubes or accessories									بالون هموستاتیک
116347	116333	42294914	Endoscopic instrument sets									ست ابزار آندوسکوپی
116348	116333	42294915	Endoscopic instrument spreaders									بازکننده آندوسکوپی
116349	203315	42296413	Endoscopic insufflation filters									فیلتر انسوفلاسیون
116350	116333	42294917	Endoscopic insufflation needles									سوزن انسوفلاسیون
116351	203315	42296414	Endoscopic insufflation tubing									لوله انسوفلاسیون
116352	116333	42294919	Endoscopic guidewire or glidewire									سیم راهنمای آندوسکوپی
116353	116333	42294920	Endoscopic laser instruments									ابزار لیزری آندوسکوپی
116354	116333	42294921	Endoscopic knot pushers or delivery systems									گره‌زن آندوسکوپی
116355	116333	42294922	Endoscopic ligators									لیگاتور آندوسکوپی
116356	116333	42294923	Endoscopic manipulators									دستکاری‌کننده آندوسکوپی
116357	116333	42294924	Endoscopic monopolar or bipolar hand instruments									ابزار دستی مونوپولار
116358	116333	42294925	Endoscopic needles or punches									سوزن آندوسکوپی
116359	116333	42294926	Endoscopic overtubes									اورتیوب آندوسکوپی
116360	116333	42294927	Endoscopic instrument packs or trays or kits									کیت آندوسکوپی
116361	116333	42294928	Endoscopic probes									پروب آندوسکوپی
116362	116333	42294929	Endoscopic retractors									ریترکتور آندوسکوپی
116363	116333	42294930	Endoscopic snares or snare wires									اسنر آندوسکوپی
116364	116333	42294931	Endoscopic specimen retrieval forceps									پنس نمونه‌برداری
116366	116333	42294933	Endoscopic suction or irrigation tips or coagulation probes									پروب انعقاد
116367	116333	42294934	Endoscopic suturing devices									دستگاه بخیه آندوسکوپی
116368	116333	42294978	Endoscopic trocars or sheathes or obturators or cannulae									تروکار آندوسکوپی
116369	116333	42294936	Endoscopic working elements or working channels									کانال کاری آندوسکوپ
116370	116333	42294937	Fog reduction devices for endoscopes or mirrors									ضد بخار آندوسکوپ
116371	116134	42295000	Endoscopic equipment accessories and related products									لوازم جانبی آندوسکوپی
116372	116371	42295001	Endoscope maintenance units									دستگاه نگهداری آندوسکوپ
116373	116371	42295002	Endoscope storage cabinets									کابینت آندوسکوپ
116374	116371	42295003	Endoscope wall hangers									آویز دیواری آندوسکوپ
116375	116371	42295004	Endoscopic equipment or procedure carts									ترالی آندوسکوپی
116376	116371	42295005	Endoscopic equipment sets									ست تجهیزات آندوسکوپی
116377	116371	42295006	Endoscopic heater probe units or heater probes									پروب حرارتی آندوسکوپی
116378	203315	42296404	Endoscopic imaging systems or accessories									سیستم تصویربرداری آندوسکوپی
116379	203315	42296406	Endoscopic insufflation or distention units or accessories									دستگاه انسوفلاسیون
116380	116333	42294972	Endoscopic or surgical light sources									منبع نور آندوسکوپی
116381	203315	42296407	Endoscopic printers or film or accessories									چاپگر آندوسکوپی
116382	203315	42296408	Endoscopic video cameras or recorders or adapters or accessories									دوربین آندوسکوپی
116383	203315	42296409	Endoscopic water bottles or accessories									بطری آب آندوسکوپی
116384	116134	42295100	Surgical equipment and accessories and related products									تجهیزات جراحی
116385	116384	42295101	Basin or pail stands for surgical use									پایه لگن جراحی
116388	116384	42295104	Electrosurgical or electrocautery equipment									دستگاه الکتروسرجری
116396	116384	42295112	Operating room patient procedure tables									تخت اتاق عمل
116402	116244	42293518	Surgical irrigation pump equipment or pulsed lavage with or without suction									پمپ شستشوی جراحی
116404	116384	42295120	Surgical lithotripters									سنگ‌شکن جراحی
116405	116384	42295121	Surgical microscopes or loupes or magnifiers									میکروسکوپ جراحی
116406	116384	42295122	Surgical pneumatic or electric tourniquets									تورنیکه جراحی
116407	116384	42295123	Surgical suction machines or vacuum extractors or ultrasonic surgical aspirators or regulators									دستگاه ساکشن جراحی
116411	116134	42295200	Surgical power equipment and accessories and related products									تجهیزات جراحی برقی و لوازم جانبی
116412	116411	42295201	Surgical dermatomes or dermabraders or dermameshers									درماتوم جراحی
116413	116411	42295202	Surgical pneumatic or battery or electric saws or drills or pin drivers									اره یا دریل جراحی
116414	116411	42295203	Surgical power equipment sets									ست تجهیزات جراحی برقی
116415	116411	42295204	Surgical power reamers									ریمر جراحی
116417	116134	42295300	Open heart surgical supplies and accessories and related products									ملزومات جراحی قلب باز
116424	116134	42295400	Surgical support supplies									ملزومات پشتیبانی جراحی
116425	116424	42295401	Battery operated surgical cautery pencils									قلم کوتر باتری‌دار
116426	116424	42295402	Surgical marking pens									قلم علامت‌گذاری جراحی
116429	116273	42294222	Introducers or guide pins or guidewires or glidewires or guide rods									سیم راهنما
116430	116424	42295406	Laparotomy or surgical x-ray detectable sponges or towels									گاز جراحی
116432	116424	42295408	Surgical scrub brushes									برس شستشوی جراحی
116433	116424	42295409	Surgical applicators									اپلیکاتور جراحی
116434	116424	42295410	Surgical basin sets or packs									ست لگن جراحی
116435	116424	42295411	Surgical blade holders or breakers									تیغه‌گیر جراحی
116437	116424	42295413	Surgical canal brushes									برس کانال
116438	116424	42295414	Surgical specialty procedure packs									پک‌های تخصصی جراحی
116439	116424	42295415	Surgical equipment covers									روکش تجهیزات جراحی
116440	114947	42142734	Urological evacuators									تخلیه‌کننده اورولوژی
116441	116424	42295417	Surgical light handle covers									روکش دسته چراغ
116442	116424	42295418	Surgical magnetic mats									مت مغناطیسی جراحی
116443	116424	42295419	Surgical nerve stimulators									محرک عصبی جراحی
116445	116424	42295421	Surgical prep scrub or paint solutions									محلول ضدعفونی جراحی
116446	116424	42295422	Surgical scrub or prep kits for patient									کیت ضدعفونی بیمار
116447	116424	42295423	Surgical sharps or sponge counters									شمارنده گاز جراحی
116448	116424	42295424	Surgical shave kits or prep razors or clippers									کیت اصلاح جراحی
116450	116424	42295426	Surgical specimen collection traps or containers									ظرف نمونه جراحی
116451	116424	42295427	Surgical instrument brushes or instrument stylets or instrument wipes									برس ابزار جراحی
116455	114820	42131721	Surgical instrument pouches									کیسه ابزار جراحی
116457	114947	42142736	Urological surgical catheters									کاتتر اورولوژی
116459	116134	42295500	Surgical implants and expanders and extenders and surgical wires and related products									ایمپلنت‌های جراحی
116460	116134	42296000	Cardiovascular implants									ایمپلنت‌های قلبی عروقی
116461	116459	42295502	Human tissue implants									ایمپلنت بافت انسانی
116463	116134	42296100	Neurosurgical implants									ایمپلنت‌های جراحی مغز و اعصاب
116472	116459	42295513	Surgical mesh or tissue barriers									مش جراحی
116476	104269	42300000	Medical training and education supplies									ملزومات آموزش پزشکی
116477	116476	42301500	Aids for medical training									کمک‌های آموزشی پزشکی
116478	116477	42301501	Anatomical human models for medical education or training									مدل‌های آناتومی
116479	116477	42301502	Anatomical human mannequins for medical education or training									مانکن آناتومی
116480	116477	42301503	Cardio pulmonary resuscitation CPR training aids									کمک آموزشی CPR
116481	116477	42301504	Kits for medical education or training									کیت آموزش پزشکی
116482	116477	42301505	Nursing or medical clipboards									تخته کلیپس پرستاری
116483	116477	42301506	Dual earpiece stethoscopes									گوشی آموزشی
116484	104269	42310000	Wound care products									محصولات مراقبت از زخم
116485	116484	42311500	Bandages and dressings and related products									بانداژ و پانسمان
116486	116485	42311501	Clips for bandages or dressings									گیره بانداژ
116487	116485	42311502	Bandage or dressing trays									سینی پانسمان
116488	116485	42311503	Bandage rollers									رول بانداژ
116491	116485	42311506	Compression bandages									بانداژ فشاری
116495	116485	42311510	Foam dressings									پانسمان فومی
116497	116485	42311512	Gauze sponges									گاز استریل
116498	116485	42311513	Gel dressings									پانسمان ژلی
116500	116485	42311515	Hydrocolloid dressings									پانسمان هیدروکلوئید
116502	116485	42311517	Liquid adhesives for bandages or dressings									چسب مایع بانداژ
116503	116485	42311518	Medical eye pads or patches									پد چشمی
116504	116485	42311519	Medical non adherent straps									نوار نچسب
116505	116485	42311520	Medical non adherent tapes									چسب نچسب
116506	146199	42312603	Negative pressure dressings									پانسمان فشار منفی
116508	116485	42311523	Paste bandages									بانداژ خمیری
116509	116485	42311524	Petrolatum dressings									پانسمان وازلینه
116512	116485	42311527	Transparent film dressings									پانسمان شفاف
116513	116485	42311528	Wet dressing systems									سیستم پانسمان مرطوب
116514	116484	42311600	Hemostatic agents									عوامل هموستاتیک
116522	116485	42311548	Medical or surgical tape dispensers									چسب پخش‌کن
116523	116485	42311551	Medical or surgical tape removers									چسب پاک‌کن
116526	116485	42311552	Medical and surgical adherent tapes for general use									چسب پزشکی
116535	116484	42312000	Medical tissue closure and related products									محصولات بستن بافت
116545	116535	42312010	Medical staplers for external use									منگنه پزشکی
116550	116484	42312100	Ostomy supplies and non surgical wound drainage products									ملزومات استومی
116551	116550	42312101	Ostomy appliance adhesives									چسب استومی
116552	116550	42312102	Ostomy appliances									کیسه استومی
116553	116550	42312103	Ostomy cleaners or deodorants									تمیزکننده استومی
116555	116550	42312105	Ostomy skin barriers or protective care kits									محافظ پوست استومی
116556	116550	42312106	Ostomy inserts									درج استومی
116557	116550	42312107	Ostomy wafers									وافر استومی
116558	116550	42312108	Wound drainage pouches									کیسه تخلیه زخم
116559	116484	42312200	Sutures and related products									بخیه و محصولات مرتبط
116560	116559	42312201	Sutures									نخ بخیه
116561	116559	42312202	Suturing kits or trays or packs or sets									کیت بخیه
116562	116559	42312203	Suture buttons or bridges									دکمه بخیه
116563	116559	42312204	Suture boots and capturing devices									محافظ بخیه
116564	115498	42192413	Suture carts or racks									ترالی بخیه
116566	116559	42312207	Suture removal kits or trays or packs or sets									کیت کشیدن بخیه
116567	116559	42312208	Suture removers									بخیه‌کش
116568	116484	42312300	Wound cleaning and debridement products									محصولات شستشوی زخم
116569	116568	42312301	Absorbers for wound cleansing									جاذب شستشوی زخم
116570	116568	42312302	Debridement sponges									اسفنج دبریدمان
116571	116568	42312303	Pulsed lavage systems for wound treatment									سیستم شستشوی زخم
116572	116568	42312304	Autolytic debridement products									دبریدمان اتولیتیک
116573	116568	42312305	Enzymatic debridement products									دبریدمان آنزیمی
116574	116568	42312306	Mechanical debridement products									دبریدمان مکانیکی
116575	116568	42312307	Surgical debridement products									دبریدمان جراحی
116577	116484	42312400	Wound packing products									محصولات پک زخم
116578	116577	42312401	Calcium alginate wound packing									پک آلژینات کلسیم
116579	116577	42312402	Nasal splints or stents									آتل بینی
116580	116577	42312403	Packing strips for wound care									نوار پک زخم
116591	165204	72141510	Demolition services									خدمات تخریب
116593	108670	80101508	Business intelligence consulting services									خدمات مشاوره هوش تجاری
116594	103633	41101516	Dounce homogenizers									هموژنایزر داونس
116595	103633	41101518	Laboratory blenders or emulsifiers									مخلوط‌کن آزمایشگاهی
116596	103746	41102422	Dry baths or heating blocks									حمام خشک
116597	103746	41102423	Stirring hotplates									هات‌پلیت همزن
116598	103746	41102425	Slide dryers									خشک‌کن لام
116599	103746	41102426	Heating or drying equipment or accessories									تجهیزات گرمایشی
116600	103781	41102606	Laboratory animal restraints or harnesses									مهار حیوانات آزمایشگاهی
116602	103801	41102915	Histology sampling and dissecting stations									ایستگاه نمونه‌برداری بافت
116603	103801	41102917	Microtome blades									تیغه میکروتوم
116604	103801	41102918	Laboratory cover slippers									لام پوش
116605	103801	41102919	Solvent recyclers									بازیافت حلال
116606	103801	41102920	Histology tissue cassettes									کاست بافت
116607	103801	41102921	Histology paraffin									پارافین بافت‌شناسی
116608	103801	41102922	Automated cover slipping equipment									دستگاه لام‌گذاری خودکار
116609	103816	41103010	Blood bank refrigerators									یخچال بانک خون
116610	103816	41103011	General purpose refrigerators or refrigerator freezers									یخچال عمومی
116611	103816	41103012	Flammable material storage refrigerators or refrigerator freezers									یخچال مواد اشتعال‌زا
116612	103816	41103013	Explosion proof refrigerators or refrigerator freezers									یخچال ضد انفجار
116613	103816	41103014	Chromatography refrigerators									یخچال کروماتوگرافی
116614	103816	41103015	Blood bank freezers									فریزر بانک خون
116615	103816	41103017	Flammable material storage freezers									فریزر مواد اشتعال‌زا
116617	103816	41103019	Plasma storage freezers									فریزر پلاسما
116618	103816	41103020	Ultra cold or ultralow chest freezers									فریزر فوق سرد
116619	103816	41103022	Cool transport or storage									حمل و نگهداری سرد
116620	103816	41103023	Laboratory chillers									چیلر آزمایشگاهی
116621	103816	41103024	Cold traps									تراپ سرد
116622	103816	41103025	Laboratory cooling equipment accessories									لوازم جانبی خنک‌کننده
116623	103828	41103205	Washing machine racks or accessories									قفسه ماشین شستشو
116624	103828	41103206	Laboratory washing detergents									شوینده آزمایشگاهی
116625	103828	41103207	Microplate washers									شستشودهنده میکروپلیت
116626	103828	41103208	Blood bank cell washers									شستشودهنده سلول
116627	103849	41103407	Anaerobic chamber									اتاقک بی‌هوازی
116628	103849	41103408	Refrigerated reach in environmental or growth chambers									اتاق رشد سرد
116629	103849	41103409	Heated reach in environmental or growth chambers									اتاق رشد گرم
116630	103849	41103410	Refrigerated and heated reach in environmental or growth chambers									اتاق رشد سرد و گرم
116631	103849	41103411	Refrigerated walk in environmental or growth chambers									اتاق رشد بزرگ سرد
116632	103849	41103412	Heated walk in environmental or growth chambers									اتاق رشد بزرگ گرم
116633	103849	41103413	Refrigerated and heated walk in environmental or growth chambers									اتاق رشد بزرگ سرد و گرم
116634	103849	41103414	Laboratory environmental conditioning equipment accessories									لوازم جانبی اتاق رشد
116635	103856	41103506	PCR enclosures									محفظه PCR
116636	103856	41103507	HEPA filtered enclosures									محفظه فیلتر HEPA
116637	103856	41103508	Carbon filtered enclosures									محفظه فیلتر کربن
116638	103856	41103510	Laboratory blowers									دمنده آزمایشگاهی
116639	103856	41103511	Laboratory enclosure accessories									لوازم جانبی محفظه
116640	103856	41103513	Tissue culture enclosures									محفظه کشت بافت
116641	103892	41103710	Orbital shaking water baths									حمام آب لرزان اوربیتال
116642	103892	41103711	Reciprocating shaking water baths									حمام آب لرزان رفت و برگشتی
116643	103892	41103712	Immersion circulators									سیرکولاتور غوطه‌ور
116644	103892	41103713	Viscosity baths									حمام ویسکوزیته
116645	103892	41103714	Tissue flotation baths									حمام شناورسازی بافت
116646	103892	41103715	Laboratory bath accessories or supplies									لوازم جانبی حمام
116647	103632	41103800	Laboratory mixing and stirring and shaking equipment and supplies									تجهیزات مخلوط‌سازی آزمایشگاهی
116648	116647	41103801	Laboratory mixers									میکسر آزمایشگاهی
116650	116647	41103806	Magnetic stirrers									همزن مغناطیسی
116651	116647	41103807	Laboratory touch mixers									میکسر لمسی
116652	116647	41103808	Platelet mixers									میکسر پلاکت
116653	116647	41103809	Hematology or chemistry mixers									میکسر هماتولوژی
116654	116647	41103810	Overhead stirrers									همزن سقفی
116655	116647	41103811	Orbital shakers									شیکر اوربیتال
116656	116647	41103812	Reciprocal shakers									شیکر رفت و برگشتی
116657	116647	41103813	Rotating shakers									شیکر چرخشی
116658	116647	41103814	Vortex mixers									ورتکس
116659	116647	41103815	Tube rotators									چرخاننده لوله
116660	116647	41103816	Mixer or shaker accessories or attachments									لوازم جانبی میکسر
116662	103647	41103901	Microcentrifuges									میکروسانتریفیوژ
116663	103647	41103902	Refrigerated microcentrifuges									میکروسانتریفیوژ یخچال‌دار
116664	103647	41103903	Benchtop centrifuges									سانتریفیوژ رومیزی
116665	103647	41103904	Refrigerated benchtop centrifuges									سانتریفیوژ رومیزی یخچال‌دار
116666	103647	41103905	Floor centrifuges									سانتریفیوژ زمینی
116667	103647	41103906	Refrigerated floor centrifuges									سانتریفیوژ زمینی یخچال‌دار
116668	103647	41103907	Ultracentrifuges									اولتراسانتریفیوژ
116669	103647	41103908	Vacuum centrifuges									سانتریفیوژ خلأ
116670	103647	41103909	Centrifuge rotors									روتور سانتریفیوژ
116671	103647	41103910	Centrifuge buckets									باکت سانتریفیوژ
116672	103647	41103911	Centrifuge adapters									آداپتور سانتریفیوژ
116673	103647	41103912	Centrifuge brushes									برس سانتریفیوژ
116674	103647	41103913	Laboratory centrifuge accessories									لوازم جانبی سانتریفیوژ
116675	103632	41104000	Sampling equipment									تجهیزات نمونه‌برداری
116677	116675	41104005	Laboratory bailers									نمونه‌بردار مایع
116678	116675	41104006	Coliwasas									کلی‌واسا
116679	116675	41104009	Air sampling pumps									پمپ نمونه‌برداری هوا
116680	103632	41104100	Specimen collection and transport containers and supplies									ظروف جمع‌آوری نمونه
116681	116680	41104101	Slide or specimen mailers or shippers									ظرف ارسال نمونه
116682	116680	41104102	Lancets									لانست
116683	116680	41104103	Heel warmers									گرم‌کننده پاشنه
116684	116680	41104104	Tourniquets									تورنیکه
116685	116680	41104105	Specimen collection or transport bags									کیسه نمونه
116686	116680	41104106	Phlebotomy trays or accessories									سینی خون‌گیری
116687	116680	41104107	Vacuum blood collection tubes or containers									لوله خلأ خون‌گیری
116688	116680	41104108	Non vacuum blood collection tubes or containers									لوله خون‌گیری
116689	116680	41104109	Blood unit collection bags									کیسه خون
116690	116680	41104110	Blood culture bottles									بطری کشت خون
116691	116680	41104111	Cytology collection kits or containers									کیت سیتولوژی
116692	116680	41104112	Urine collection containers									ظرف ادرار
116694	116680	41104114	Frepp Sepp collection containers									ظرف فرپ‌سپ
116695	116680	41104115	Serum Filter collection containers									ظرف فیلتر سرم
116696	116680	41104116	Swab collection or transport containers									ظرف سواب
116697	116680	41104119	Bone tissue collection containers									ظرف بافت استخوان
116698	116680	41104120	Sedimentation rate tubes									لوله ESR
116699	116680	41104121	Stool collection containers with media									ظرف مدفوع با محیط
116700	116680	41104122	Stool collection containers without media									ظرف مدفوع بدون محیط
116701	116680	41104123	Sputum collection apparatus or containers									ظرف خلط
116702	103632	41104200	Laboratory water purification equipment and supplies									تجهیزات تصفیه آب آزمایشگاهی
116704	116702	41104211	Softeners									سختی‌گیر
116705	116702	41104212	Water filtration cartridges									کارتریج فیلتر آب
116706	103632	41104300	Fermentation equipment									تجهیزات تخمیر
116707	116706	41104307	Microbiology fermentation equipment									تجهیزات تخمیر میکروبی
116708	116706	41104308	Anaerobic environmental culture systems or supplies									سیستم کشت بی‌هوازی
116709	103632	41104400	Laboratory incubating equipment									تجهیزات انکوباسیون
116710	116709	41104401	Gravity convection general purpose incubators									انکوباتور عمومی
116711	116709	41104402	Forced air or mechanical convection general purpose incubators									انکوباتور فن‌دار
116712	116709	41104404	Cooled biological oxygen demand BOD incubators									انکوباتور BOD
116719	116709	41104413	Dry wall single chamber carbon dioxide incubators with humidity control									انکوباتور CO2
116720	116709	41104414	Dry wall dual chamber carbon dioxide incubators with humidity control									انکوباتور CO2 دو محفظه
116721	116709	41104415	Water jacketed single chamber three gas incubators									انکوباتور سه گاز
116722	116709	41104416	Water jacketed dual chamber three gas incubators									انکوباتور سه گاز دو محفظه
116723	116709	41104417	Water jacketed single chamber three gas incubators with humidity control									انکوباتور سه گاز رطوبت‌دار
116724	116709	41104418	Water jacketed dual chamber three gas incubators with humidity control									انکوباتور سه گاز دو محفظه رطوبت‌دار
116725	116709	41104419	Dry wall single chamber three gas incubators									انکوباتور سه گاز دیوار خشک
116726	116709	41104420	Dry wall dual chamber three gas incubators									انکوباتور سه گاز دو محفظه دیوار خشک
116729	116709	41104423	Refrigerated incubators									انکوباتور یخچال‌دار
116730	116709	41104424	Incubator accessories									لوازم جانبی انکوباتور
116731	103632	41104500	Laboratory ovens and accessories									آون‌های آزمایشگاهی
116732	116731	41104501	Laboratory mechanical convection ovens									آون فن‌دار
116733	116731	41104502	Gravity convection ovens									آون ثقلی
116734	116731	41104504	Cleanroom ovens									آون اتاق تمیز
116735	116731	41104506	Laboratory safety ovens									آون ایمنی
116736	116731	41104507	Laboratory microwave ovens									مایکروویو آزمایشگاهی
116737	116731	41104510	Drying cabinets or ovens									کابینت خشک‌کن
116738	116731	41104511	Hybridization ovens or incubators									آون هیبریداسیون
116739	116731	41104512	Laboratory oven accessories									لوازم جانبی آون
116741	103761	41104601	Laboratory box furnaces									کوره جعبه‌ای
116742	103761	41104602	Programmable box furnaces									کوره برنامه‌پذیر
116743	103761	41104603	Tube furnaces									کوره لوله‌ای
116744	103761	41104604	Programmable tube furnaces									کوره لوله‌ای برنامه‌پذیر
116745	103761	41104605	Crucible furnaces									کوره بوته‌ای
116749	103761	41104609	Laboratory safety furnaces									کوره ایمنی
116750	103761	41104610	Laboratory furnace hearthplates									کف کوره
116751	103761	41104611	Laboratory furnace replacement insulation									عایق کوره
116752	103761	41104612	Laboratory furnace accessories									لوازم جانبی کوره
116753	103632	41104700	Laboratory freeze dryers and lyopholizers and accessories									فریزدرایر آزمایشگاهی
116754	116753	41104701	Freeze dryers or lyopholizers									فریزدرایر
116755	116753	41104702	Freeze dryer glassware									شیشه‌آلات فریزدرایر
116756	116753	41104703	Tray dryers									خشک‌کن سینی‌ای
116757	116753	41104704	Freeze dryer or lyopholizer accessories									لوازم فریزدرایر
116758	103632	41104800	Laboratory decanting and distilling and evaporating and extracting equipment and supplies									تجهیزات تقطیر آزمایشگاهی
116759	116758	41104804	Vacuum or rotary evaporators									روتاری اواپراتور
116760	116758	41104805	Nitrogen blowdown evaporators									اواپراتور نیتروژن
116763	116758	41104811	Density gradient fractionators									فرکشن‌ساز
116764	116758	41104815	Kjeldahl nitrogen determination apparatus									دستگاه کجلدال
116765	116758	41104816	Vacuum or centrifugal concentrators									کنسانتراتور
116766	116758	41104817	Extraction thimbles									انگشتانه استخراج
116767	103632	41104900	Laboratory filtering equipment and supplies									تجهیزات فیلتراسیون
116768	116767	41104910	Laboratory multi sheet or press filters									فیلتر پرس
116769	116767	41104913	Bioseparation filters									فیلتر بیوسپریشن
116770	116767	41104914	Bottletops or filtration cups									فیلتر بطری
116771	116767	41104915	Capsules filters									فیلتر کپسولی
116772	116767	41104916	Centrifugal filters									فیلتر سانتریفیوژی
116773	116767	41104917	Laboratory environmental filters									فیلتر محیطی
116774	116767	41104918	Laboratory glass filters									فیلتر شیشه‌ای
116775	116767	41104920	Hybridization filters									فیلتر هیبریداسیون
116776	116767	41104921	Laboratory membrane filters									فیلتر ممبران
116777	116767	41104922	Syringe filters									فیلتر سرنگی
116778	116767	41104923	Multiwell plate filters									فیلتر پلیت
116779	116767	41104924	Microbiology filters									فیلتر میکروبی
116780	116767	41104925	Laboratory filtration hardware or accessories									لوازم فیلتراسیون
116781	103632	41105000	Laboratory sieves and sifting equipment and supplies									الک‌های آزمایشگاهی
116782	103632	41105100	Laboratory pumps and tubing									پمپ‌های آزمایشگاهی
116783	116782	41105102	Peristaltic pumps									پمپ پریستالتیک
116784	116782	41105104	Syringe pumps									پمپ سرنگ
116785	116782	41105105	Metering pumps									پمپ دوزینگ
116786	116782	41105106	Chromatography pumps									پمپ کروماتوگرافی
116787	116782	41105108	Laboratory general purpose tubing									لوله آزمایشگاهی
116788	103632	41105200	Laboratory slide stainer equipment and accessories									دستگاه رنگ‌آمیزی لام
116790	116788	41105202	Hematology slide stainers									رنگ‌آمیز هماتولوژی
116791	116788	41105203	Microbiology slide stainers									رنگ‌آمیز میکروبی
116792	116788	41105204	Laboratory slide stainer accessories									لوازم رنگ‌آمیز
116793	103632	41105300	Laboratory electrophoresis and blotting system and supplies									الکتروفورز
116794	116793	41105301	Gel boxes									تانک ژل
116795	116793	41105302	Gel dryers									خشک‌کن ژل
116796	116793	41105303	Electrophoresis system power supplies									منبع تغذیه الکتروفورز
116797	116793	41105304	Transilluminators									ترانس‌ایلومیناتور
116798	116793	41105305	Electrophoresis system accessories									لوازم الکتروفورز
116799	103903	41111512	Triple beam balances									ترازوی سه اهرمی
116800	103903	41111513	Moisture balances									رطوبت‌سنج
116801	103903	41111515	Balance weighing containers or bowls or boats or papers									ظروف توزین
116802	103903	41111516	Weight measuring instrument accessories									لوازم ترازو
116803	103903	41111517	Analytical balances									ترازوی آنالیتیکال
116804	103919	41111620	Etalon wedge									گوه استاندارد
116805	103919	41111622	Micrometer calipers									میکرومتر کولیس
116806	103919	41111623	Thickness measuring devices									ضخامت‌سنج
116807	103932	41111717	Binoculars									دوربین شکاری
